V 0 :0.997550141414603 -0.0256558632785086 -0.0650841230526362 -0.064318001815245 0.0296348157666499 -0.997489400238025 0.0275202035842425 0.999231692855599 0.0279119837114456 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.998381401460359 0.00426332165029703 0.0567167370259577 -0.00400116664516162 -0.999980902192467 0.00473492889225927 0.0567358322441578 0.00450033042579889 0.998379111289978 ,0.123697291390848 -0.0322732837191841 0.297656389403048 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-0.0853228952055448 -0.364064104331154 0.00989361408597888 ,19.3054904937744
E 228 222 :0.991111217800437 -0.0723570006530558 0.111637889655027 0.0714245747262061 0.997369737308348 0.0123343920262628 -0.112236732290792 -0.00425106551003587 0.993672402941087 ,-0.0720438565336794 -0.00943140607483262 -1.11388724444211 
E 228 220 :0.998662947712811 -0.0516251094371401 -0.00267674077230974 0.0516132241985943 0.998657745301817 -0.00433391699468394 0.00289688684357433 0.00418996709945097 0.999987026026999 ,-0.116725735166556 0.0353562715209348 -1.55812983801005 
E 228 221 :0.99801853733648 -0.0520175867117376 0.0354001384946385 0.051688084420223 0.998611584876268 0.0101609290852356 -0.0358795354167334 -0.0083110302366281 0.99932156271877 ,-0.108236296900473 0.0218783059055889 -1.36354233600491 
E 228 219 :0.998453816099769 -0.0482535149193156 -0.0275966558434239 0.0484064142616594 0.998815707375032 0.00489915903431772 0.0273275716838802 -0.0062274391884874 0.999607134241756 ,-0.119763354815028 0.0162504276056845 -1.75559595924278 
E 228 218 :0.997259287821125 -0.07309045122182 -0.0114760095282535 0.0729316299687413 0.997242883816926 -0.0136970079434385 0.0124454893276409 0.0128225043065215 0.999840333842712 ,-0.121507653631377 0.0220221018134401 -1.98851514963752 
E 240 239 :0.999624320650376 -0.019716445612959 0.0190388901111647 0.0200060011382173 0.999685222864367 -0.0151398515540541 -0.0187343930441161 0.0155150558817033 0.999704109003387 ,0.00270093719400499 -0.00518330321947058 -0.195025998531875 
E 240 238 :0.999728813230064 -0.0153804436863317 0.0174854782496395 0.0154890523357252 0.999861472774099 -0.00609298939366498 -0.0173893431545934 0.00636217054327591 0.999828552068118 ,0.0014712339161207 -0.0271189955286921 -0.326443197629603 
E 240 237 :0.999948115135195 0.0098362253434441 -0.00264871828716966 -0.00985739513894018 0.99991859393846 -0.00810168236899255 0.00256881269200335 0.00812737147706651 0.999963672857283 ,-0.00559379713709607 -0.045541504255362 -0.50923430521785 
E 240 236 :0.999050087574226 0.0272111604340332 -0.0340363815022182 -0.0281615651744406 0.99921777579651 -0.0277626147760158 0.0332543044560695 0.0286947604992449 0.999034915283262 ,-0.0118869530587649 -0.0347473192636212 -0.629735049196135 
E 240 234 :0.995329437474445 0.0509074041468174 -0.0820228449874656 -0.0516029474500512 0.998647294149428 -0.00638104242997405 0.0815870498993099 0.0105838599319185 0.996610021622133 ,-0.0132829403014973 -0.0266150163201422 -1.01006610360471 
E 240 233 :0.995322472937254 0.0396609703853895 -0.0880918968700248 -0.0386760494614873 0.999169044962459 0.0128601239053167 0.0885287414579154 -0.00939292376721801 0.996029334366705 ,-0.0148307527799876 -0.0333624249486029 -1.13267426803682 
E 240 232 :0.998235163088393 0.0183999468565423 -0.0564623868567986 -0.0190475966382424 0.999758572824174 -0.010953772266996 0.056247206474608 0.0120099134154586 0.998344636758047 ,-0.0155681523475577 -0.0145293822351711 -1.30128054525134 
E 240 231 :0.999784472491762 0.00537538935710912 -0.0200527742127748 -0.00567796106966485 0.999870432894292 -0.0150624759542317 0.0199692093599225 0.0151730884476403 0.999685454562834 ,-0.0260467555752495 -0.00944427098751177 -1.47751574257842 
E 240 230 :0.999618627191124 -0.00996130844268213 0.0257560188430282 0.00936172763668656 0.9996847785494 0.0232959565653346 -0.0259799582022215 -0.02304595128753 0.999396781013959 ,-0.0410789473669784 -0.035450055636252 -1.65881866876197 
E 240 228 :0.998587498910651 0.00912595386711029 0.0523423727527405 -0.0101357234717485 0.999766988746019 0.0190587335209237 -0.0521562472679516 -0.0195623408551407 0.998447314930133 ,-0.0654396550583121 -0.0276522009062461 -1.94217736975547 
E 240 226 :0.993202152390502 -0.0132387118722518 0.115646967080149 0.0126438644169944 0.999902799451977 0.00587574171520784 -0.115713513383175 -0.00437357474643707 0.993273001074961 ,-0.073157555913351 -0.0396407196627653 -2.24553936163863 
E 240 227 :0.995570444216588 -0.00902111691684646 0.0935847746802783 0.0097886618327476 0.999922089356763 -0.00774579343452218 -0.0935076077220992 0.0086275527224563 0.995581183345744 ,-0.0677486293318292 -0.0250203610719559 -2.11875974407241 
E 239 238 :0.999988888547806 0.00450937278755582 -0.00137416810737567 -0.0044967186683507 0.999948696356622 0.0090765729166174 0.0014150272584596 -0.00907029281532946 0.999957862855282 ,0.000793934671590613 -0.0239434872648481 -0.131069622992001 
E 239 237 :0.999327123072645 0.0296846412334945 -0.0215435179622479 -0.029529859611711 0.999536003648211 0.0074675834294844 0.0217551943834942 -0.00682638160392405 0.999740022221544 ,-0.00321252247138304 -0.045056913955384 -0.313662240639733 
E 239 236 :0.997488365572062 0.046653710801391 -0.0532953264070726 -0.0473344748819561 0.998811938335066 -0.0115827167365161 0.0526916315559283 0.0140763314755328 0.998511616785786 ,-0.0070298574073 -0.0360116238364228 -0.434410566595256 
E 239 234 :0.992394660273168 0.0706689359978792 -0.100790573697298 -0.0699452351045936 0.997493438927798 0.0107006253162328 0.101294137774433 -0.00356942305182893 0.99485011779243 ,-0.00113735388433867 -0.0337552144121211 -0.814778784376168 
E 239 233 :0.992516265510233 0.0598114183543087 -0.106461527943509 -0.0569145681595872 0.997926824289771 0.0300463857084454 0.108037931435346 -0.0237623146469116 0.993862745943218 ,-0.000522584003451954 -0.0423722542727862 -0.937277984022993 
E 239 232 :0.996425323237798 0.038169207083986 -0.0753636971029779 -0.0378505716406642 0.999267424610593 0.00565228613820237 0.0755242307933325 -0.00277952202598924 0.997140092875812 ,0.00227580359576862 -0.0261465366851166 -1.10613354089844 
E 239 231 :0.998921169798821 0.0250925203502132 -0.0390750809369511 -0.0250785465547752 0.999685124286677 0.000847810492628125 0.0390840508450073 0.000133050387345137 0.999235917722706 ,-0.00479547084073495 -0.0235907242384217 -1.28259308062214 
E 239 230 :0.999917100597374 0.0104738805422089 0.0074893096696423 -0.0107532260211498 0.999208943012343 0.0382865032915562 -0.00708237693704075 -0.0383638636029247 0.999238737192658 ,-0.0169456868265412 -0.0521048665001098 -1.4637348334307 
E 239 228 :0.998986690549229 0.0294903535319448 0.0339986934169562 -0.0306303361807412 0.998968842772369 0.0335116946078219 -0.0329753636970701 -0.0345191283000318 0.998859877645735 ,-0.035832685535568 -0.0482254858686701 -1.74759155033558 
E 239 226 :0.995249802458001 0.00685225445066461 0.0971127041959655 -0.00873783342911931 0.999781216998875 0.0190044311467867 -0.0969612343891862 -0.0197627109777818 0.995091932577354 ,-0.0381042264639344 -0.0647647395975941 -2.05082921600856 
E 239 227 :0.997144069215048 0.0108250826245784 0.0747430452645989 -0.0112943056906244 0.999919058069289 0.00585798333834514 -0.074673582264557 -0.00668542414485798 0.997185620241177 ,-0.0347799761792933 -0.0482886351169522 -1.92420548148966 
E 232 231 :0.999251379705241 -0.0128257821859458 0.0364990338021435 0.012959219381673 0.999910171356492 -0.00342167369104942 -0.0364518695019749 0.00389211114294333 0.999327830434368 ,-0.0204697068819897 0.0027745083604378 -0.175407518260885 
E 232 230 :0.996214844855264 -0.0302815911655277 0.08148010877807 0.027440380029803 0.998983360051091 0.0357669104739464 -0.0824803518046709 -0.0333956820190147 0.996032991415778 ,-0.0451778047340268 -0.0256790217606992 -0.355276707373855 
E 232 228 :0.994084572796409 -0.0110336373121979 0.108046846209616 0.00761428846514416 0.999458592871738 0.0320084949039186 -0.108341519000571 -0.0309964511276288 0.993630381619917 ,-0.0855821855019334 -0.0217343988360952 -0.636876299012549 
E 232 227 :0.988367432547819 -0.0275660330051132 0.149565811946425 0.0269817235768665 0.999618309080011 0.00593487530125198 -0.1496723250025 -0.00183029406950185 0.988733960755857 ,-0.097869480303987 -0.0212664184296329 -0.813064823733384 
E 232 226 :0.984699915462746 -0.032507094268083 0.171199781862905 0.0295259693895749 0.999365277894086 0.0199313439406976 -0.171739027653199 -0.0145715531746778 0.985034708129014 ,-0.1101213776451 -0.0375053834600241 -0.939169025997263 
E 232 225 :0.979287189318227 -0.0506637361712174 0.196035166932825 0.0455480326515013 0.998495832602519 0.0305196493587333 -0.197286536689114 -0.0209584854551929 0.980121810964657 ,-0.133332053870872 -0.0500399010193062 -1.12173502704474 
E 232 224 :0.969078008602909 -0.0483983159380892 0.241961600789415 0.0493065876728427 0.998781033909023 0.00230363097813289 -0.241778149662619 0.00969790276193969 0.97028309117893 ,-0.160961791038672 -0.0378682818995708 -1.29642107321508 
E 232 223 :0.967283923732734 -0.0565624195992 0.247310540772709 0.0564534569202822 0.998376779779991 0.00753742647629275 -0.247335436381355 0.00667070350260837 0.968906953027392 ,-0.208907241427894 -0.0388685582810506 -1.48261154000187 
E 232 222 :0.972333473735276 -0.0833929082520346 0.218204579940841 0.0753399827921268 0.996142736938898 0.0449837152396746 -0.22111423031269 -0.027299642802605 0.974865748016657 ,-0.277447812927941 -0.0673631155735031 -1.73557082582014 
E 230 228 :0.999466794032745 0.0189902485229952 0.0265612139583388 -0.018877776224071 0.999811767058678 -0.00447884090336039 -0.0266412685647601 0.00397503610531914 0.999637155120408 ,-0.0169167685796374 0.014568332022117 -0.283633550006434 
E 230 227 :0.997711723246059 0.00011917829119921 0.0676114124531861 0.00202336373788253 0.999497924433602 -0.0316196940545765 -0.0675812347960894 0.0316841419239294 0.997210555426476 ,-0.0146126210014348 0.021291851445703 -0.460107565241016 
E 230 226 :0.995947972751938 -0.00375922002678248 0.0898526785137545 0.00541301380655166 0.999820276723977 -0.0181690267521574 -0.0897682285267787 0.0185817791500375 0.995789326429433 ,-0.0168626274152484 0.00965173838224409 -0.587290614588532 
E 230 225 :0.993102553653415 -0.0213441977111723 0.115289822409144 0.0224358708472426 0.999714823311793 -0.00817947125403373 -0.115082360187786 0.0107096813554887 0.993298219619301 ,-0.0252712915618414 0.00392973624086324 -0.771471904133733 
E 230 224 :0.986704836339566 -0.0216080760980686 0.161079660390285 0.0279855827673316 0.998907343149187 -0.0374289588394469 -0.160094887804959 0.0414392428740228 0.986231421142495 ,-0.0380542854901291 0.0227594132623459 -0.947280902037937 
E 230 223 :0.985572022130782 -0.029502685787241 0.166665475502221 0.0353651033466865 0.998851817434224 -0.0323165015684949 -0.165520689517414 0.0377443815645148 0.985483771049525 ,-0.0704886476719366 0.0294299759525147 -1.13667512695359 
E 230 222 :0.988957977949232 -0.0534910337482979 0.138205742135065 0.053203844953063 0.998566978581771 0.00577409458550413 -0.138316552634802 0.00164273997040921 0.990386708651027 ,-0.118687513069485 0.0114876528026899 -1.39523477661477 
E 230 220 :0.999187547455684 -0.0325215332354257 0.0238032536749017 0.0327379985441115 0.999425566084514 -0.00876135309043031 -0.0235046476429741 0.00953350579097439 0.999678270148208 ,-0.1742946605069 0.0591000862873585 -1.83794776446819 
E 230 221 :0.99751495344883 -0.0332467195016876 0.0621174153386594 0.0329986831355667 0.999442813424242 0.00501493828014971 -0.0622495345950303 -0.00295268301911147 0.998056249469784 ,-0.160897218502202 0.0445928694900042 -1.64371061234654 
E 231 230 :0.998831227129649 -0.0160955421873943 0.0455753577317066 0.0143396577908355 0.999152028117392 0.0385953225578499 -0.0461579237522762 -0.0378966783583543 0.998215050900497 ,-0.0185017681985906 -0.0288341443730635 -0.180552749521508 
E 231 228 :0.997388307057417 0.00305670445207047 0.0721610802512894 -0.00555798495450094 0.999389686258158 0.0344871541891476 -0.0720116223146366 -0.0347981545302792 0.996796576385022 ,-0.0485599506269754 -0.0254676749099634 -0.463451276556893 
E 231 227 :0.993433018763312 -0.0145244059074829 0.113489553985588 0.0137201731117647 0.999874946950392 0.00786430611902968 -0.113589586145017 -0.00625556504124721 0.993508064298131 ,-0.0544095811391481 -0.0255278876950857 -0.639971448378157 
E 231 226 :0.99060559126097 -0.0190006045641699 0.135423556254809 0.0162253430943448 0.999635721072903 0.021567646986348 -0.1357840226388 -0.0191677380317286 0.990553025847063 ,-0.062266016847051 -0.0420990654054174 -0.766382505210958 
E 231 225 :0.986335805091329 -0.0369221057469573 0.160556649510541 0.0322159558180306 0.998974368366407 0.0318173464900625 -0.161566740963513 -0.026210102139223 0.986513668815734 ,-0.0789668826067604 -0.0550453290953286 -0.949630069175984 
E 231 224 :0.97780477758501 -0.0357721681297859 0.206441684064105 0.0359319476390031 0.999349806337377 0.00297652688798621 -0.206413933809705 0.00450738957061589 0.978454378787515 ,-0.100050567951354 -0.0432003278516762 -1.1252488027223 
E 231 223 :0.976307227139905 -0.0438250517227936 0.211904608434748 0.0430795558570779 0.999038517341277 0.00813589181961077 -0.21205742170824 0.00118562643272249 0.977256488435056 ,-0.141186097606619 -0.0443102504666761 -1.31306065793894 
E 231 222 :0.980641939597167 -0.069426123348136 0.183088502369633 0.0620016765977747 0.997016580821241 0.0459753158399872 -0.18573416056873 -0.0337335287862245 0.982020809674346 ,-0.200823786587005 -0.0729077073457862 -1.56825407778291 
E 233 232 :0.999282071287485 -0.0192896088852372 0.0326075603571891 0.0200308805765057 0.999544769947969 -0.0225613982942459 -0.032157515866791 0.0231983589660221 0.999213555910127 ,-0.0163888395763356 0.0203718532278545 -0.167629643874555 
E 233 231 :0.997095403640483 -0.0319775380654807 0.0691244753925385 0.0337916101547476 0.999110259016191 -0.0252352414640629 -0.0682560116192888 0.027497770598191 0.997288819495113 ,-0.0426169810879378 0.026692511178009 -0.342176594964639 
E 233 230 :0.992280836366119 -0.0506188011571195 0.113209888039745 0.0492438209985269 0.998675479151153 0.014910849596184 -0.113814708513534 -0.00922086284633833 0.993459202893782 ,-0.0726235782600542 0.00181510941796326 -0.521769851173766 
E 233 227 :0.982256938923311 -0.046888170199547 0.181584155234823 0.050144127630519 0.998652374863561 -0.0133791122105735 -0.180712125772402 0.0222471048612443 0.983284391172825 ,-0.140289895990631 0.01549858336623 -0.977401144225531 
E 233 228 :0.989691261672498 -0.0313155999516562 0.139751707570132 0.0299675477348171 0.999481919092776 0.0117405063512203 -0.140046965878813 -0.00743146057578307 0.990116973262174 ,-0.12225731747723 0.011301881852197 -0.801757167183683 
E 233 226 :0.977823436008856 -0.0522362646354522 0.202811983494 0.0531116072968734 0.998587945678399 0.00112779259542314 -0.202584513628703 0.00966888839167127 0.97921704817425 ,-0.156331704445337 0.00186668164211135 -1.1033888993417 
E 233 225 :0.971272494539127 -0.0705713623842541 0.227265096666804 0.0695943426898983 0.997499300781884 0.0123195943607433 -0.227566185575323 0.00385068187241315 0.973755001749318 ,-0.185236963017253 -0.0070081158470483 -1.28535570498544 
E 233 224 :0.959547379276019 -0.0673134399538896 0.273382017927476 0.0741504808253979 0.997138099633498 -0.0147416570526643 -0.271607314183338 0.0344167264694098 0.961792574218185 ,-0.218777735569796 0.00854567588440958 -1.45873350504628 
E 233 223 :0.957435512556244 -0.0755625940490926 0.278581287377192 0.081383539662496 0.99663879319585 -0.00937205255654034 -0.276936741455815 0.0316450671936662 0.960366925166701 ,-0.272740686487056 0.0107861825476343 -1.6432589416298 
E 233 222 :0.962972133204107 -0.103438416628617 0.248968200053131 0.0997710276793807 0.994634747557367 0.0273397327582653 -0.250460401477222 -0.0014875875966705 0.968125701742811 ,-0.348930787057555 -0.0133612159688097 -1.89447622156588 
E 244 243 :0.999768634322994 -0.00734676758035134 -0.0202164000271193 0.00676586433978647 0.99956648748128 -0.0286541477638495 0.0204181513284581 0.0285107367575307 0.999384929336975 ,0.00660102909062843 0.00680123526566323 -0.177523776051089 
E 244 242 :0.999480040204971 -0.0182000352118135 -0.0266159341402647 0.0186223731696531 0.99970320447287 0.0157070106705496 0.0263221665027852 -0.0161944955143198 0.999522326846998 ,0.0207583084639573 -0.0135416027845547 -0.371258683848009 
E 244 240 :0.999290851410598 -0.026367405985341 0.0268803680906195 0.0261749537909526 0.999629343087191 0.00748653679024311 -0.0270678052513404 -0.00677763533058304 0.999610622981869 ,0.0471537912873909 0.0119583397148828 -0.738816620695392 
E 244 239 :0.99788434473832 -0.0456445194391286 0.0462970017532979 0.0460234504541659 0.9989147596097 -0.00715157620311479 -0.0459203281180219 0.0092671936996607 0.998902118621472 ,0.044747112748154 0.00538758531576722 -0.93380465848843 
E 244 238 :0.998144018876263 -0.0415622725620642 0.044509494279513 0.0415209807438998 0.999135915428428 0.00185220383916387 -0.0445480161130214 -6.88328900699201e-07 0.999007244348068 ,0.0405641261321144 -0.0175560234998526 -1.06498872925701 
E 244 237 :0.999567967910174 -0.0163175427836374 0.0244461719995065 0.0163390857904502 0.999866275808784 -0.000681744677436349 -0.0244317785569859 0.00108087824340667 0.999700915223531 ,0.0290763667469047 -0.0375251030095498 -1.24739256625817 
E 244 236 :0.999978047980394 0.00161640864029109 -0.00642579025707886 -0.00175207744478634 0.999774484067633 -0.0211639134359576 0.00639013160645759 0.0211747073274892 0.999755369071678 ,0.0192639545965925 -0.027801775275587 -1.36774920714675 
E 237 236 :0.999361275750504 0.0174337756057382 -0.031194614895094 -0.0180621207760395 0.99963730149667 -0.0199756163741533 0.0308350502415063 0.0205262983653737 0.999313699872077 ,-0.0067087757893205 0.00975205107031218 -0.120567148791626 
E 237 234 :0.995996047433778 0.0410878897938952 -0.0793955843140913 -0.041145373757124 0.999152753866509 0.000912501702442097 0.0793658094816516 0.00235791290235962 0.996842770216079 ,-0.00916185316467555 0.0147788689864958 -0.500946574618144 
E 237 233 :0.995879489621927 0.0297855798327225 -0.0856554807610068 -0.0281631788951944 0.999401481007034 0.0200876856671874 0.0862025376940144 -0.0175925835218982 0.996122293446009 ,-0.0109580308710466 0.00702030290720934 -0.62349151996523 
E 237 232 :0.998515618016304 0.00857482809992789 -0.0537869212780947 -0.0087700380969647 0.999955781467593 -0.00339433959901921 0.0537554370207987 0.00386101445119921 0.998546666690201 ,-0.012314154867294 0.0244742334202028 -0.79224229836184 
E 237 231 :0.999839865873872 -0.00444203066684164 -0.0173352523163519 0.00431890369965985 0.999965228247594 -0.00713367833385294 0.0173663375571769 0.00705766670314325 0.999824284392291 ,-0.0232950555766394 0.0280235318903408 -0.968484536655902 
E 237 230 :0.99940774221893 -0.0198742802102522 0.0280923081818843 0.0189822908385984 0.999318113467083 0.0316698710308357 -0.0287025683063459 -0.0311178579390562 0.999103518905776 ,-0.0385358513878264 0.000398488013264142 -1.1495303699739 
E 237 228 :0.998501619534604 -0.000779869876184113 0.0547166116435324 -0.000736459894384815 0.999616376180628 0.027686785626613 -0.0547172131380691 -0.0276855968779126 0.998117996186782 ,-0.0637000570899477 0.00565312911601801 -1.43287742844566 
E 237 227 :0.995182094941603 -0.0188551134334245 0.0962137339731432 0.0188205491470376 0.999822075224691 0.00126681616511375 -0.0962205011286369 0.000550082543757751 0.995359890980016 ,-0.066488461692165 0.00682689255894697 -1.60946859453749 
E 237 226 :0.992728738321644 -0.0231056968725247 0.118134579536861 0.0214717486041147 0.999655636683272 0.0150854916805793 -0.118442459119176 -0.0124392451297549 0.992882998675274 ,-0.0720786620712506 -0.00887586431445264 -1.73611083033827 
E 237 225 :0.98883555502594 -0.0408993093036705 0.14328814192048 0.0376272901299902 0.998967143695659 0.0254721976674636 -0.144181941150806 -0.0197962702300077 0.98935316016626 ,-0.0855427029943954 -0.0205865780942167 -1.91970759813269 
E 237 224 :0.981066824482298 -0.0402837190070501 0.189433650345393 0.0416262335010967 0.999128406376741 -0.00311195366062142 -0.189143180116894 0.0109384438580044 0.981888592387769 ,-0.103631232922732 -0.00758023957413378 -2.09557802105228 
E 238 237 :0.999479590761146 0.0251800196706828 -0.0201621988214765 -0.0252193320709871 0.999680500202939 -0.0016978821791535 0.0201130042963752 0.00220547577294106 0.99979528051236 ,-0.00416984501662743 -0.0194742415956561 -0.182771055727425 
E 238 236 :0.997764691939576 0.0421817345143677 -0.0518297288443812 -0.0433119280864526 0.998843398169257 -0.0208792437393063 0.0508890597688407 0.0230774176859284 0.998437647722076 ,-0.00819867383399053 -0.00935140664593614 -0.303426947798023 
E 238 234 :0.992841491337873 0.0661776525640758 -0.0994298314345208 -0.0663853366737345 0.997793312169311 0.00122199218915265 0.0992912894100166 0.00538743828771179 0.995043825846878 ,-0.00285461362008999 -0.00361849037570217 -0.683766754774041 
E 238 233 :0.992914042632269 0.0552897332592118 -0.105189112268186 -0.053415958069262 0.998360870141989 0.0205501433784058 0.10615290559936 -0.0147857487282654 0.994239881651988 ,-0.00237444187282509 -0.0111212123138182 -0.806339850642146 
E 238 232 :0.996691323722805 0.0336714253863124 -0.0739772960315346 -0.0340404034189427 0.99941348881341 -0.00373219946984421 0.0738082390438828 0.00623806783075256 0.997252942015705 ,0.000112016929340264 0.00664786115267013 -0.975044863972739 
E 238 231 :0.999078146499781 0.0205971270449455 -0.0376645130601172 -0.0209272557795357 0.999745781520036 -0.00839179947512715 0.0374820910849336 0.00917227836402861 0.999255203718006 ,-0.0072203667633044 0.0107721951597073 -1.15146405305743 
E 238 230 :0.999944322542086 0.0059263167418213 0.00873101286927525 -0.0061794361455837 0.999552882061373 0.0292549232049095 -0.00855373513562907 -0.0293072471016659 0.999533850793734 ,-0.0194985481846119 -0.016152265336868 -1.33284028732183 
E 238 228 :0.999066665322407 0.0249490984994132 0.0352610369335988 -0.0258248651309796 0.999363673630237 0.0246033365469688 -0.0346247683390482 -0.0254909849229737 0.999075239961998 ,-0.0388044465068793 -0.00978358870988139 -1.6166238779227 
E 238 226 :0.995140832576427 0.00232847867468683 0.0984342497617464 -0.00336996598275885 0.999940077525008 0.0104155983292071 -0.0984040988392831 -0.0106967072663443 0.995089048168699 ,-0.0414306793868446 -0.0235817827193863 -1.91999576428965 
E 238 227 :0.997078111657246 0.00631914758953101 0.0761269178921734 -0.00611992066389271 0.999977211666126 -0.00285003850999123 -0.0761431929005321 0.00237582031780571 0.99709406259025 ,-0.0380013784101392 -0.00824004758861818 -1.79323238684839 
E 238 225 :0.992175436736974 -0.0153248762603225 0.123907428766001 0.0129222999410674 0.999713038893218 0.0201706229730155 -0.124180984454259 -0.0184116276980677 0.992088753623122 ,-0.0514808749667806 -0.0346374751292284 -2.10385157625629 
E 238 224 :0.985417960024521 -0.015325225141262 0.169459675248953 0.017192226732322 0.999806541351465 -0.00955548066846723 -0.169280451916621 0.0123295314262404 0.985490797143085 ,-0.0656865571635228 -0.0208805042318083 -2.28002112458868 
E 245 244 :0.999763910250832 0.0213679637490299 0.00394130501071072 -0.0212644122367629 0.999469448302743 -0.0246707657286156 -0.00446637797239775 0.0245811316792244 0.999687861001211 ,-0.00282684346580098 -0.00153280249014465 -0.229780653643285 
E 245 243 :0.999757646102974 0.0141260368950504 -0.0168850271033604 -0.0150009491106876 0.998489008771966 -0.0528646468573815 0.016112746023571 0.0531051263365108 0.99845892503015 ,0.00321828039006 0.00950410485505326 -0.407111318231939 
E 245 242 :0.99974573909452 0.00310205601658326 -0.0223346012013163 -0.00329025056263363 0.999959353897378 -0.00839433168115852 0.0223076536997271 0.0084656837649532 0.999715309868167 ,0.016173963985997 -0.00634939796894152 -0.601349035550289 
E 245 240 :0.999507552071413 -0.00502785007361127 0.0309737643151172 0.0055795174981161 0.999826884886509 -0.0177501899321336 -0.0308791569946356 0.0179142675478482 0.999362575185565 ,0.0416594390152181 0.0276436668164326 -0.968283317989929 
E 245 239 :0.998451195875276 -0.0242524440273089 0.0500702348100425 0.0259124982204673 0.99912675880155 -0.0327759406071586 -0.0492316147531728 0.0340226219655681 0.998207748569096 ,0.0383444176959244 0.0259380793470676 -1.16336125985518 
E 245 238 :0.998620008797449 -0.0202029628272461 0.0484759561265493 0.0213730394972495 0.999489636451564 -0.0237415207720372 -0.047971566703947 0.0247448362071963 0.998542148268689 ,0.0331551240032599 0.00633200353108965 -1.29504968002946 
E 245 237 :0.999584820060969 0.00505567602714161 0.02836595923972 -0.00432205758243979 0.999656111921641 -0.0258646035338114 -0.0284869675805436 0.0257312657600779 0.999262925680949 ,0.0205244690364701 -0.00888215856768326 -1.47783613557704 
E 245 236 :0.999729710544267 0.0230626279356331 -0.00293616208334873 -0.0231727427569308 0.998687283794718 -0.0456807747290831 0.00187878902441227 0.0457364666259942 0.998951773496785 ,0.010447778978814 0.00401395610649402 -1.59787237212335 
E 242 240 :0.998546216824826 -0.00791662738169138 0.0533177257178745 0.00841840594995393 0.999922305671712 -0.00919309857609192 -0.0532408048970789 0.00962858406347565 0.998535280830299 ,0.0171817064655091 0.0309643908732742 -0.367684376852267 
E 242 239 :0.997013828345294 -0.0267746900904547 0.0724330177392894 0.0285919172360966 0.999298940511283 -0.0241687765886572 -0.0717351263818801 0.0261676033214417 0.997080402063639 ,0.00952140866508433 0.0275971211822146 -0.562618425006461 
E 242 238 :0.997225643017086 -0.0229343981053388 0.070816878586288 0.0240638338596382 0.999595822328986 -0.0151368385871659 -0.0704411017030182 0.016798969194091 0.997374476224894 ,0.00146028363540385 0.00686091227638119 -0.693988874078533 
E 242 237 :0.998709407964166 0.00233927564751828 0.0507350592126351 -0.0014622754614477 0.999848995545764 -0.0173161155170993 -0.0507679051600469 0.0172195788441996 0.998562019060453 ,-0.0151946383955659 -0.00993922475441078 -0.876313478761483 
E 242 236 :0.999593673867654 0.0207911058725126 0.0194991558885295 -0.020054678077958 0.999105423075622 -0.0372312163120191 -0.0202557905537324 0.0368250390017561 0.999116419368415 ,-0.0279889245897404 0.00190891846700847 -0.996198737585898 
E 242 234 :0.99864100153991 0.0434917846465482 -0.0287161054396843 -0.0439698887273692 0.998900965645009 -0.0162329824361367 0.0279785440769809 0.0174735657988696 0.999455789702378 ,-0.0497256496228129 0.0135252584640888 -1.3758200877613 
E 242 233 :0.998901824899609 0.0311924535805348 -0.0349596203048057 -0.031107869370546 0.999511647417847 0.00296093554236258 0.0350349065284189 -0.00187016461499031 0.999384339385433 ,-0.0577549836796223 0.00789249289908778 -1.49823122687361 
E 242 232 :0.999933711455739 0.0110988225000585 -0.00306412034071777 -0.0111596540253704 0.999725387157585 -0.0206061251731108 0.00283457516821116 0.0206389537459648 0.9997829758362 ,-0.0676301086525708 0.0282678787899897 -1.66636994796032 
E 242 230 :0.996706092854387 -0.0190897164606458 0.0788197132219757 0.0180150319991325 0.999735114075733 0.0143234180994225 -0.0790722649796537 -0.0128562984343389 0.996785981292652 ,-0.11200131493454 0.0104209537921411 -2.02222759972965 
E 242 231 :0.999440665776385 -0.00173903237254835 0.0333965770530964 0.00255549271747019 0.999698513144578 -0.0244203250079074 -0.0333440406883619 0.0244920105938263 0.999143791637442 ,-0.0875301951070551 0.0348845293591937 -1.84174015852433 
E 252 250 :0.998115216879791 0.00742416945723588 -0.0609171202608754 -0.00981744236115165 0.999187754255444 -0.039082599343545 0.0605774847488172 0.0396069874369769 0.99737738839803 ,0.00728217850078572 0.0209368345446119 -0.347143250426537 
E 252 249 :0.995676153280001 0.0290544796941296 -0.0882317119818238 -0.0323070208127919 0.998841572670108 -0.0356618719658261 0.0870933648204152 0.0383581792530427 0.995461398492503 ,0.0263027076841489 0.00666961581348868 -0.539756295240185 
