V 0 :0.997805019101527 0.0130518763962059 -0.0649216793587203 -0.0652564338555209 0.0271070328334701 -0.99750028921355 -0.0112594192369749 0.999547401706243 0.0278991636540438 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.997484070298509 0.0430428002758951 0.0563277431863894 -0.0427189201595654 -0.999062993589211 0.00694204884002845 0.0565737672150135 0.00451832264661789 0.998388171195984 ,0.0113005227100032 -0.000705272080968371 0.0535879808898193 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.0403216022653402 -0.122530121866148 0.0408874962571506 ,19.3054904937744
E 291 287 :0.999302639019471 0.0214572296242787 -0.0305585167436465 -0.0208549052925406 0.999584550097184 0.0198947262421069 0.0309727069201242 -0.0192435574637381 0.999334967326862 ,0.00553072723567283 0.00799357655004052 -0.778628123074604 
E 291 286 :0.999760225352442 0.0115234004168574 0.0186199636429956 -0.0120103627330069 0.999583098665382 0.0262560478658745 -0.0183096420023797 -0.0264733848486789 0.999481824199119 ,0.0110237931784098 -0.00868367614155119 -1.10056778188192 
E 291 285 :0.998618923059722 0.0113399190540603 0.0512996368689789 -0.011378252202509 0.999935161960095 0.000455250100402634 -0.0512911482017886 -0.00103832157117928 0.998683203025092 ,-0.000545151809127731 0.0144455915096326 -1.28681960809413 
E 302 301 :0.995799462137435 -0.024707329013125 0.0881645002244859 0.0267144453260935 0.999408447421214 -0.021658569528885 -0.0875772208837169 0.0239228576084793 0.995870436987728 ,-0.0111538180095181 0.00464326342805554 -0.494090043220745 
E 302 300 :0.998498414767515 0.0322225362135824 0.0443015108853419 -0.0283222044845895 0.995891434751925 -0.0860122254152554 -0.0468910272855351 0.0846283542774878 0.995308632139997 ,-0.027136024569586 0.0120847532597708 -1.09614391613729 
E 302 299 :0.970139891807086 0.0464685074696974 0.238053078404951 -0.0270871398576491 0.996093208791254 -0.0840512120928406 -0.241028789107997 0.075093256777704 0.967608456767328 ,-0.0593645790719464 0.0296737621147942 -1.7094314654099 
E 302 298 :0.970018501917873 0.0281563417969458 0.241394544995572 -0.0202772415392256 0.999179384686113 -0.0350626680935685 -0.242183689402415 0.0291166212822403 0.969793422823923 ,-0.239459563606662 0.0476775721747913 -2.2802074847293 
E 289 288 :0.999520537111806 0.0042717113530696 -0.0306667307328706 -0.00519472137498916 0.999533941727746 -0.0300817919019233 0.0305239375173415 0.030226673920735 0.999076892647471 ,-0.00158097607666008 0.0480453596276025 -0.248264237017956 
E 289 287 :0.998627262134154 0.00191443851230996 -0.0523443048251326 -0.00316032449638261 0.999713424090837 -0.023729349794114 0.0522838758272699 0.0238622006059047 0.99834712986552 ,0.00617398770628341 0.0661289831655214 -0.444996583800716 
E 289 286 :0.999963606248988 -0.00786027006703389 -0.00331697633270561 0.00780470021628236 0.999834292195134 -0.0164461182407563 0.00344569761476544 0.0164196316989226 0.999859251526343 ,0.0188921844287862 0.0634340178724901 -0.767152498037838 
E 289 285 :0.999516516590556 -0.00859541889213201 0.0298806264450775 0.00983424212289153 0.999087509264356 -0.041562441143575 -0.0294961140584626 0.0418361997080707 0.998688996459577 ,0.0108554712569031 0.0943356841544922 -0.952460470181457 
E 289 284 :0.999340304099679 -0.0335416577974514 0.0139252933240254 0.0341926457162344 0.998189133905487 -0.0494905640696987 -0.0122400809182601 0.0499340579686003 0.998677510647908 ,-0.0560044415863423 0.0717665964682741 -1.53510255516832 
E 293 292 :0.99733475261695 -0.0188073709456146 0.0704959149213669 0.0174588000298488 0.999653541148733 0.0196974102438738 -0.0708419474887887 -0.018414137691235 0.997317571292657 ,0.00553450058458438 0.0107474176480586 -0.254625721424986 
E 293 291 :0.990903036068205 -0.0241872077641952 0.132386374266333 0.0217260979912723 0.999563821610377 0.0200035795229838 -0.132812460924747 -0.0169453683415368 0.99099631922368 ,-0.00913340872457269 0.0369919700477563 -0.513137687926104 
E 293 290 :0.987377723767395 -0.0168382611185748 0.157485566228846 0.00863046147002048 0.998575353010102 0.0526571884510078 -0.158147860379874 -0.0506333617613244 0.986116381029143 ,-0.0268064516236919 0.00675242374135898 -0.714941629682837 
E 293 289 :0.988125861366761 -0.0110144861399992 0.153251307313405 0.00134308289973876 0.998008262488531 0.0630690425878527 -0.153640744031394 -0.0621143228224837 0.986172567390608 ,-0.044102082661869 -0.00841318375570665 -0.841725738931054 
E 293 288 :0.992387142202843 -0.00215608699326821 0.12313858566409 -0.00191682039700234 0.999455237129287 0.0329477582607048 -0.123142542567711 -0.0329329662149899 0.991842393702871 ,-0.0842402998392942 0.0238765710074134 -1.08929852157964 
E 293 287 :0.994816805252946 -0.00546271001137992 0.101536608105917 0.0014847032306585 0.999229794759238 0.0392124077522336 -0.101672610090623 -0.0388584104762679 0.994058702639144 ,-0.106926090727519 0.0295268715155856 -1.28562529553095 
E 293 286 :0.988531992661905 -0.0162632670607778 0.150133292871347 0.00934950617162035 0.998867898186698 0.0466423488520441 -0.150721883673973 -0.0447037819048765 0.98756492731626 ,-0.143700042993778 0.00653629040360393 -1.60511325783722 
E 293 285 :0.983019481742663 -0.0130863389217478 0.183034002983084 0.00929679676166805 0.999724613895886 0.0215468313376598 -0.183265567099657 -0.0194793250485346 0.982870432870628 ,-0.18038038208087 0.0256784183186802 -1.78854356596794 
E 290 289 :0.999963010152964 0.00756106085611033 -0.00409983957665848 -0.00751780441716135 0.999916974793226 0.0104654735730853 0.004178629269204 -0.0104342646647396 0.999936830593981 ,0.00284242861101802 -0.00843326783920872 -0.128546277483139 
E 290 288 :0.999319144148513 0.0117051657902604 -0.0349891016190241 -0.0123890425296812 0.999735177782197 -0.0193929350536847 0.0347528382075713 0.0198132127284093 0.999199518033259 ,0.00264262844681085 0.0370217854697543 -0.377302756107873 
E 290 287 :0.998352072155301 0.0093754305413133 -0.0566148507494391 -0.010120371031389 0.99986575953262 -0.0128856899095397 0.0564864418546901 0.0134374185178107 0.998312935742182 ,0.0113406078142511 0.0529867101338812 -0.574178959620589 
E 290 286 :0.999971502754 -0.000367489243406493 -0.00754046626961952 0.000322582270702077 0.99998221194094 -0.00595581584540916 0.00754252083761907 0.00595321370032848 0.999953833747365 ,0.0253587448630519 0.0468248414685419 -0.896233258849762 
E 290 285 :0.999674831266436 -0.00121246119807457 0.0254708003460027 0.002010565147268 0.999507014137872 -0.0313318738186024 -0.025420254920267 0.0313728963763213 0.999184443440123 ,0.0183157113053447 0.0758450248857443 -1.0818855438083 
E 299 298 :0.999976138377349 -0.0067672653218747 0.00138809077110726 0.00669092743620562 0.998770644547618 0.0491165051686107 -0.00171876873630862 -0.0491060455544741 0.998792091540593 ,-0.037631547744148 -0.0332967023822848 -0.596673110745051 
E 299 297 :0.963375678903059 0.0162057923514427 0.267665226714886 -0.0275296870384989 0.998875158557149 0.0386074338566159 -0.266738481718765 -0.044562202724872 0.96273817440604 ,-0.0888410400230804 -0.0816515568007885 -1.17548167461759 
E 299 296 :0.8624480834583 0.0040398603681392 0.506129413161605 -0.06173693501912 0.99334123848241 0.0972714489697652 -0.502366255030679 -0.115138453430809 0.856954655946283 ,-0.263419359872934 -0.142048445339272 -1.72422952277497 
E 299 295 :0.748885234838211 0.00430243625311006 0.662685743081594 -0.0965200863564701 0.990023933609395 0.102647376051798 -0.655633112320493 -0.140833589469514 0.741829577535215 ,-0.449122434524075 -0.196647789261036 -2.10433320484885 
E 292 291 :0.998050039327414 -0.00547111509920189 0.062178661115514 0.00552791676442919 0.999984446011404 -0.000741533216862654 -0.0621736369757488 0.00108380571942257 0.998064759537361 ,0.00414287384606027 0.0312715994995791 -0.25833560455245 
E 292 290 :0.996100297794508 0.00422751037082223 0.0881267546761862 -0.00703035126746708 0.999478440858574 0.0315185726194871 -0.0879475462690582 -0.0320152216137645 0.99561049346131 ,0.000285172031276204 0.0050909589953374 -0.461439739700364 
E 292 289 :0.99639991963721 0.0108391964689773 0.0840815792362855 -0.0144122702233217 0.999013428912016 0.0420054201320144 -0.0835433217796061 -0.0430660036846234 0.995573117712941 ,-0.00824750197038071 -0.00740948884934056 -0.589401754140948 
E 292 288 :0.998432377119328 0.0176319840990259 0.0531215724219482 -0.0183127856681861 0.999755949518276 0.0123565077542744 -0.0528907383283658 -0.0133099413801138 0.998511599962433 ,-0.0301764624300453 0.030182812490283 -0.838503996247184 
E 292 287 :0.999393979208027 0.0147500081072083 0.0315295350993786 -0.0153534863956048 0.999701886086919 0.0189844517897133 -0.0312401148884833 -0.0194570351054125 0.999322510006985 ,-0.0387949715958911 0.0398730037342752 -1.03579209692131 
E 292 286 :0.996737973282673 0.00438601643012835 0.0805864472242352 -0.00647000740609312 0.99965088245384 0.0256174201164864 -0.0804459546559981 -0.026055250318009 0.996418372126062 ,-0.053239150691315 0.0234651046026215 -1.35746832386403 
E 292 285 :0.993544692238018 0.00578248484994845 0.113293898311522 -0.00581975884912315 0.99998306505857 -1.73362606083741e-06 -0.113291989710656 -0.000657620732279065 0.993561519284223 ,-0.0764929687607818 0.0466681722523354 -1.5426153569875 
E 297 296 :0.9665615185537 0.00725738606255489 0.256332130640511 -0.0253042893028192 0.997420179331938 0.0671764750811112 -0.255183314098012 -0.0714164981568192 0.964251606167691 ,-0.0201496321035997 -0.0387047187613607 -0.577360815985793 
E 297 295 :0.898997570247978 0.0144555512234888 0.437714982296764 -0.0550587822880547 0.995255893012392 0.0802137015544268 -0.434478882319024 -0.0962119767125234 0.89552853464079 ,-0.0961600758172665 -0.0793138552081025 -0.995115337087835 
E 297 294 :0.7043183291796 -0.0286911360734258 0.709304243531979 -0.0653212218447871 0.992324478216843 0.105001275746411 -0.706872569250188 -0.12028694294264 0.697038178437274 ,-0.38034065519545 -0.13933032357555 -1.53884155381686 
E 297 293 :0.698078421786714 -0.00762905979719036 0.715980666276947 -0.0728187965526314 0.994002298666389 0.0815895404727916 -0.712308879563071 -0.109092748120788 0.693336016952139 ,-0.748101103837925 -0.162645790351959 -1.95571880779321 
E 296 295 :0.981201441126419 0.0133396275684074 0.19252476793331 -0.017363407768648 0.999664343263118 0.019227919257634 -0.192203652416125 -0.0222093481366433 0.981103715645419 ,0.0341627986094082 -0.0112214443057574 -0.4250323655871 
E 296 294 :0.862801985758452 -0.0221465929884079 0.505056691659736 -0.00955883124185692 0.99814670860641 0.0600980602305897 -0.505451641719128 -0.0566804773903298 0.860991266718915 ,-0.100246681712445 -0.0343144667688708 -1.02619755157394 
E 296 293 :0.858347707874733 -0.00468782834630852 0.513047012126167 -0.0166941067230144 0.999173606005037 0.0370595718217605 -0.5127967620675 -0.040374860102385 0.857560115376643 ,-0.348739678858013 -0.030466849736321 -1.52400718353417 
E 296 292 :0.819632905542579 -0.0302767862723706 0.57208846900182 -0.00183061285736794 0.998458985664726 0.0554644282575218 -0.572886157110115 -0.0465077429938772 0.818314414411246 ,-0.474674500603665 -0.0292570274439043 -1.74563604604067 
E 296 291 :0.782298465266675 -0.0341405885581791 0.621967468163976 0.000243929703611145 0.998513583803263 0.0545028756916833 -0.622903725899681 -0.0424857996660592 0.781143972060868 ,-0.620016488907424 -0.0123696385306289 -1.96086356159117 
E 295 294 :0.943898177375716 -0.0281673024956221 0.329033180419425 0.0131795858767244 0.998775083091809 0.0476931012943029 -0.329973528124484 -0.0406809103274583 0.943113213920794 ,-0.0159356577751417 -0.0115267566404995 -0.616126582466713 
E 295 293 :0.941063285153148 -0.0141885671044187 0.337932800864741 0.00615041732571917 0.999672392092605 0.0248451374431601 -0.33817460830684 -0.0213024189089744 0.940842250988518 ,-0.164143322956992 6.07923001734179e-05 -1.15229653700583 
E 295 292 :0.914367585605724 -0.0381053187624403 0.403087959477298 0.0218270274088423 0.998752871782046 0.0449030286462919 -0.404296301328683 -0.0322596619500092 0.914058977825183 ,-0.245133881325028 0.00451251745214165 -1.39395974747118 
E 295 291 :0.887312517281268 -0.0426704673406633 0.459190295948106 0.0245137037050753 0.998666585171307 0.0454326973989105 -0.460516639228855 -0.0290565462367877 0.887175372806386 ,-0.346669357735458 0.0242354928269837 -1.63277748590556 
E 295 290 :0.875619121124936 -0.0471248964867167 0.480697824887435 0.0107712137944068 0.996886656663238 0.0781087365163952 -0.482882113640369 -0.0632158041782962 0.873400610503737 ,-0.431067924976176 -0.0111166900236945 -1.81602241088328 
E 295 289 :0.877949665863267 -0.0455161027994826 0.476584377205679 0.00360280391057216 0.996070324515991 0.0884925331459721 -0.478739390498171 -0.0759749498489861 0.87466359417829 ,-0.489973539243493 -0.0295336731164983 -1.92913425024228 
E 295 288 :0.892312396804469 -0.0273389815226478 0.450589798595539 0.0011279092465469 0.998296322783694 0.0583367785988013 -0.451417007133975 -0.0515464063331125 0.890823020394257 ,-0.611867250971219 -0.00365234333080799 -2.14917530836318 
E 295 287 :0.901805995166325 -0.0324499263142208 0.43092104771556 0.00507668537317767 0.997903398681765 0.064521579064714 -0.432111298565192 -0.0559982962382252 0.900080005594347 ,-0.699641442144824 -0.00302118666968099 -2.32633643891749 
E 294 293 :0.999937648229705 0.00681193983572121 0.0088485664669883 -0.00660707972933434 0.999714131931882 -0.0229782704556784 -0.00900256354025978 0.0229183745356995 0.999696805015573 ,0.0371816656317243 0.0375598471342791 -0.553881562325103 
E 294 292 :0.99676464564395 -0.012159557215164 0.079450527768052 0.0124921643180409 0.999915158957552 -0.00369062563058057 -0.0793989107289383 0.00467119419690369 0.996831978279104 ,0.0405359592725638 0.0541184842440678 -0.808233593858667 
E 294 291 :0.98981404849396 -0.0175266732522769 0.141283279720935 0.0182247124772828 0.999827260298583 -0.00364820763520856 -0.141194933546202 0.00618589431991392 0.989962486891471 ,0.023760280527398 0.0863926040928362 -1.06593364956115 
E 294 290 :0.985975567348474 -0.0104830086640387 0.166560160666365 0.00573827526056899 0.999564611017412 0.028942366845917 -0.166791045289876 -0.0275806985219625 0.985606438838622 ,0.00409667401174119 0.0609155750633175 -1.26821034393129 
E 294 289 :0.986713898634339 -0.00476504984171162 0.162397587857176 -0.00165552882407747 0.999223017091658 0.0393779295869736 -0.1624590455042 -0.0391236043105694 0.985939350122316 ,-0.0144230434366968 0.0487818560942017 -1.39514787892877 
E 294 288 :0.991222572869664 0.00436086684588551 0.132131729247732 -0.0056434507624382 0.999940512834742 0.00933393032354983 -0.132083165078429 -0.00999768133846063 0.991188218185991 ,-0.0565294662811446 0.0870163710057561 -1.64154422320751 
E 294 287 :0.993865233524841 0.00100048261431907 0.110593384183464 -0.00275229441437652 0.999873138494189 0.015688587993718 -0.110563657980683 -0.0158967277236068 0.993741903907454 ,-0.0809125636715855 0.0973261928121012 -1.83747774588844 
E 294 286 :0.987200371609985 -0.0098535893765158 0.159180190568757 0.00627885196248813 0.99971702204347 0.0229445386654413 -0.159361232146153 -0.0216513882450015 0.986982884895135 ,-0.120667843942023 0.0819264332129208 -2.15706468795377 
E 294 285 :0.981399880406356 -0.00644782314562508 0.19186636056139 0.00701037677900471 0.999972888235742 -0.00225331109366828 -0.191846629774429 0.00355645471659608 0.98141847459381 ,-0.158838596194908 0.105520350159711 -2.3396704573948 
E 303 302 :0.998442072690575 0.00928750228625963 -0.0550197217607599 -0.00766919869784347 0.999533833803535 0.029551623869772 0.0552685342005893 -0.0290836274094241 0.998047860447598 ,0.0280470313617478 0.00937112126269812 -0.622249191550639 
E 303 301 :0.999314663758305 -0.0167030575195216 0.0330334779750166 0.016476958925272 0.999839001691995 0.0071049644706626 -0.0331468342711827 -0.00655580392126168 0.999428991380951 ,0.0441384112123941 -0.000503402110201723 -1.1161262001712 
E 303 300 :0.999259715554155 0.0367654513161428 -0.0113279503949308 -0.0373523903737926 0.997680968091251 -0.0568989001815401 0.00920976677193774 0.0572799048360365 0.998315677878486 ,0.061375053195075 -0.0107344801335277 -1.71810451855725 
E 303 299 :0.981638249415376 0.0515157207728401 0.18366403512384 -0.0416375004611676 0.997491615271261 -0.057243305450313 -0.186152265202609 0.0485449068058261 0.981320908868832 ,0.0631029767181914 -0.0110301464717577 -2.33248762209472 
E 303 298 :0.981643837881848 0.0357903686812203 0.187335060942308 -0.034863974903069 0.999358107893414 -0.00823865533042053 -0.187509676557116 0.00155618037438224 0.982261522966307 ,-0.0851402847240763 -0.00852090319534904 -2.91262660888708 
E 300 299 :0.980752399112718 0.0146659755474854 0.19470398248595 -0.0161133525358709 0.999853046752938 0.00585190301707979 -0.194589546236954 -0.00887660183331011 0.980844592397384 ,-0.00392063687949928 -0.0354232584938856 -0.61335103522759 
E 300 298 :0.980492474629293 -0.00155020848297181 0.196550512716156 -0.00943308193039377 0.99844555147403 0.054931754996667 -0.196330140733966 -0.0557142494823245 0.978953726303752 ,-0.157490827139178 -0.0716003705993442 -1.19097636196166 
E 300 297 :0.892494213941182 0.0218669100397109 0.450528485588676 -0.0446097811261883 0.998206467275334 0.0399226266366639 -0.448847463521166 -0.0557286904117806 0.891868974432682 ,-0.321120163144553 -0.122510094093946 -1.74830355321437 
E 300 296 :0.7471298840615 -0.00388749435822688 0.664666701234434 -0.0785645911921982 0.992456389004653 0.0941165284880789 -0.660018591672274 -0.12253653867912 0.741188407448125 ,-0.600067439877641 -0.183296284288934 -2.25203267749532 
E 298 297 :0.963626953820971 0.0229653989795396 0.266262435051262 -0.020916790057001 0.99972579059515 -0.0105276546587317 -0.26643119517697 0.00457537633563969 0.963843080676496 ,-0.0505369710955605 -0.0195258611884812 -0.580555520992457 
E 298 296 :0.862877878108553 0.0108840344906958 0.505295265428132 -0.0428282331839786 0.997746724347076 0.0516451013845271 -0.503594588844261 -0.0662043189518983 0.861399720361514 ,-0.224572065776464 -0.0517202458433266 -1.13184934662466 
E 298 295 :0.749348438023326 0.0111685722604893 0.6620817029836 -0.0692737844611963 0.995693507221059 0.0616082986638192 -0.658542376175159 -0.0920309875611952 0.74689506365358 ,-0.409982719173861 -0.0863303770593475 -1.51443339992753 
E 298 294 :0.48898638658662 -0.0368863188294646 0.871511166432291 -0.0725936784793719 0.993918839377253 0.0827979382340431 -0.869265478192822 -0.103753266041055 0.483335068258056 ,-0.829978953824021 -0.13466208099097 -1.96306017822351 
E 301 300 :0.997654158241404 0.0512803554390095 -0.045348712106127 -0.0540974466331017 0.996530731870661 -0.0632452899835513 0.0419481443143109 0.0655501760743144 0.996967164757803 ,0.0370099275892599 -0.0065708836393652 -0.601137888790328 
E 301 299 :0.986449796045844 0.0663069335749024 0.1500672863785 -0.0568067792872243 0.99615229987133 -0.0667351877803101 -0.15391487812465 0.0573060731594318 0.986420916379473 ,0.059096650133629 -0.00286758882248228 -1.21511519565547 
E 301 298 :0.986611981673943 0.0521806402868911 0.154512065537502 -0.0500255386770761 0.998589202328825 -0.0178059111631615 -0.155223204120658 0.00983797598757577 0.98783043642671 ,-0.0697738992811168 0.00592064363724587 -1.7998020805136 
E 301 297 :0.908467612715393 0.0755312205099408 0.411073754179798 -0.0643491879545279 0.997085054578508 -0.0409948282807194 -0.412971886036794 0.0107902115109734 0.910679851912164 ,-0.210355985128238 -0.000712211277505759 -2.36564007855902 
E 304 303 :0.999993992416261 0.0026216593176889 -0.00226760530263163 -0.00257242087444921 0.99976659528089 0.0214508184296482 0.00232331277086106 -0.0214448563268448 0.999767333110504 ,0.00477287888444167 -0.0565601954144146 -0.628194729040129 
E 304 302 :0.998290641218768 0.0119738338672816 -0.0572050955557343 -0.00905026660838353 0.998652778914227 0.0510952037006277 0.0577398331253142 -0.0504901422993657 0.997054089406011 ,0.0342553252049917 -0.0606111646105341 -1.25043494412983 
E 304 301 :0.999427021201833 -0.0140668539637955 0.0307855958394785 0.0131914285006385 0.999507974484905 0.0284568999575667 -0.0311707475967936 -0.0280344887708634 0.999120839505219 ,0.0514406388727018 -0.0811188430630037 -1.74394790087966 
E 304 300 :0.999134903059507 0.0392509218347522 -0.0137408377980049 -0.0397166316660927 0.998582229269013 -0.0354417911120221 0.0123302334677341 0.0359568703205723 0.999277273242708 ,0.0700154041306185 -0.104304800608363 -2.34552670873411 
E 304 299 :0.981945312664012 0.0540204137872374 0.181287610805125 -0.0481460872371508 0.998167603887081 -0.036652269153159 -0.182935390837661 0.027262234768606 0.982746871444775 ,0.07313572052011 -0.11778386328344 -2.95975651063699 
E 306 305 :0.999537768634321 0.0145414876235744 -0.0266982061422811 -0.0151406431190473 0.999634915115858 -0.0223785032397651 0.0263630423028896 0.0227723872047698 0.999393019978393 ,0.0380716407681412 -0.0523561736070111 -0.420927435298495 
E 306 304 :0.99972919541195 -0.0205067595734107 -0.0110003933008131 0.0203532383331795 0.999696347313653 -0.0138909631448758 0.0112819116432915 0.0136633077817135 0.999843003921183 ,0.105108412681027 -0.0807847060630522 -1.02774403985067 
E 306 303 :0.999750384117246 -0.0176451219847605 -0.0137047118744221 0.0177492032553815 0.999814262434318 0.00751042054214875 0.0135696441079771 -0.00775179353851083 0.999877879771184 ,0.117950254465704 -0.128504353451814 -1.65655909694189 
E 306 302 :0.99757073030083 -0.00795312971327159 -0.0692053883366914 0.0104688669819574 0.999294598315505 0.0360653379516596 0.0688697384283 -0.0367022275239149 0.996950302484332 ,0.154352676149433 -0.123310513408577 -2.27842435404226 
E 306 301 :0.999228748809424 -0.0342513239172045 0.019202977963649 0.0339619909531432 0.999307591222406 0.0151960947539547 -0.0197101680168452 -0.0145322033839088 0.999700117205933 ,0.177382718610072 -0.136606817570754 -2.77194615072526 
E 306 300 :0.999543154742685 0.0183670670997415 -0.0240027634491342 -0.0195402196138944 0.998578414899029 -0.0495916234376688 0.023057788802968 0.0500379870088352 0.998481115610917 ,0.203045526081045 -0.151051168964897 -3.3735377510795 
E 305 304 :0.999256353616636 -0.0352731199669718 0.0155739129501841 0.0351402734558806 0.999344320633284 0.00872295818202958 -0.0158713874072253 -0.00816919982587772 0.999840668924792 ,0.0514386798626454 -0.0412620019206154 -0.607601852546408 
E 305 303 :0.999377270881375 -0.0329791576497584 0.0125477331182926 0.0325895943167299 0.999016132193206 0.0300779979386623 -0.0135273348434375 -0.0296503419615962 0.999468793126426 ,0.0484196139453488 -0.103097108064335 -1.23531019131621 
E 305 302 :0.998766732268542 -0.0240469987879728 -0.043436808848149 0.0265395357353583 0.997978323289109 0.0577487600560346 0.0419603093002309 -0.0588303331143811 0.997385745009963 ,0.0683323111298293 -0.111537175273089 -1.85788609835382 
E 305 301 :0.997733047562377 -0.0497487645783913 0.0453191595775506 0.0480310168495923 0.998113760961013 0.0382353449135235 -0.0471358379822178 -0.0359719418878897 0.998240568287288 ,0.0785422869752672 -0.135732403526248 -2.35142564660132 
E 305 300 :0.999984859498479 0.00455861142712772 0.00308218034264592 -0.00447316046645425 0.999620417908144 -0.0271847555918567 -0.00320493513966869 0.0271705569137641 0.999625674554103 ,0.0885521442520378 -0.163497982971215 -2.95301400083255 
E 305 299 :0.980064335442231 0.0191963357339567 0.197750851043849 -0.0152044297997178 0.999649225431207 -0.0216852809355433 -0.19809776300767 0.0182462815164407 0.980012423136656 ,0.082579627358065 -0.182216459807973 -3.56708534743446 
E 312 311 :0.992509646417502 -0.0199721194661243 -0.12052267924435 0.019829680520302 0.999800536976044 -0.00238118308357514 0.120546196699308 -2.65790445317933e-05 0.992707718190448 ,0.0448726451579056 -0.00712011721216577 -0.628516719731898 
E 312 310 :0.996962767167197 -0.0302051895606354 -0.0717836151634298 0.0300935731553266 0.999543609643046 -0.0026361480412521 0.0718304791649778 0.000467915971594599 0.997416745055733 ,0.104521653497287 -0.0486886945349534 -1.23381131212594 
E 312 309 :0.990485966268096 0.0143679139622328 -0.136861658890754 -0.0124593166591286 0.999812964596735 0.0147919320129647 0.137048590121689 -0.0129459983262198 0.990479724715753 ,0.158137586204255 -0.0541912431253553 -1.84660494304221 
E 312 308 :0.999423387297476 -0.00375135724416485 -0.0337464107968002 0.00361854146410651 0.999985469307514 -0.00399591435144342 0.0337609105403317 0.00387149746973719 0.999422439425306 ,0.222852450521575 -0.0828741840643397 -2.44875645809231 
E 312 306 :0.999376364374753 -0.00985824173446144 0.0339071880138292 0.00912409400559498 0.999722051564745 0.0217386872592137 -0.034112068797968 -0.0214157578684892 0.99918853680236 ,0.358108622526963 -0.131189668617268 -3.74864291800089 
E 312 305 :0.999957578024885 0.00544992400890418 0.00742566353290839 -0.00544346030599746 0.999984787859025 -0.000890387802078002 -0.00743040311852768 0.00084992872538174 0.999972032974252 ,0.382400194590474 -0.19233433055321 -4.169406241469 
E 308 306 :0.9976814726779 -0.00695803713643561 0.0676998138436457 0.00524287887400759 0.999661595645187 0.0254795292976696 -0.0678541914428931 -0.0250655123890637 0.997380333068737 ,0.0911179995087323 -0.0538546838566338 -1.30350704254293 
E 308 305 :0.999110435221621 0.00909396229949971 0.0411781262438871 -0.00922334609980334 0.99995310327258 0.00295315801465425 -0.0411493392168752 -0.0033303310993882 0.999147456973586 ,0.10096895732644 -0.116718567825294 -1.72460277424174 
E 308 304 :0.998033460687569 -0.0264901350075089 0.0568109504873672 0.0258752675852959 0.999598665910617 0.0115315929993822 -0.0570936237716916 -0.0100389171227784 0.998318355169141 ,0.126966738271225 -0.160247415720906 -2.33366587162424 
E 308 303 :0.998227598301032 -0.0250857510344045 0.0539663514163461 0.0233305151604829 0.999185897646049 0.0329124445704918 -0.0547480506730529 -0.0315950477179429 0.998000202358297 ,0.0975401786663639 -0.223905498022158 -2.96050889808263 
E 308 302 :0.99984746101272 -0.0173725530610701 -0.0018025278242465 0.01745023529701 0.997979579894453 0.061092122256231 0.00073755982527983 -0.0611142578604338 0.998130504238635 ,0.0917218992673909 -0.234367396146893 -3.58334531848514 
E 308 301 :0.995341326154435 -0.0421089580811606 0.0867322321772602 0.0386871275614934 0.998419571937287 0.0407635196420299 -0.0883116674634322 -0.0372181947692856 0.995397335423369 ,0.0813797283602824 -0.260113160136377 -4.07680365867087 
E 310 309 :0.996946950310895 0.0434823025909022 -0.0648542028491507 -0.0423073194912256 0.99891661639673 0.0193825747509467 0.0656267398494922 -0.0165795913068415 0.997706493999525 ,0.00927023714925923 -0.00740625261837025 -0.615044868686763 
E 310 308 :0.998921862995128 0.0266312638944312 0.0380248262813542 -0.0265550855987191 0.999644207574397 -0.0025071281977807 -0.0380780653288307 0.00149467265331693 0.999273649654824 ,0.0296725433184832 -0.0383125839950074 -1.22021072729535 
E 310 306 :0.994165316011914 0.0187186045853903 0.106230590139128 -0.0210823842530978 0.99955353734595 0.0211721291655538 -0.105786849433832 -0.0232881906032643 0.994116091140914 ,0.0696924579932059 -0.0912996937772124 -2.52632105930913 
E 310 305 :0.996222931450168 0.0355875374760176 0.0792047853934799 -0.0356483609643353 0.99936418615219 -0.000646372126919543 -0.0791774286864041 -0.00217959004472202 0.996858156496623 ,0.0618465583996972 -0.153347063297285 -2.94757999432146 
E 310 303 :0.995690908177966 0.000349481961060787 0.0927334526160645 -0.00304854459836845 0.999575761972968 0.0289655390419709 -0.0926839886256992 -0.0291234259406251 0.995269563642892 ,0.00857183734954248 -0.257306230592552 -4.18261806543823 
E 310 304 :0.995475559835213 -0.000222727231952866 0.0950176834244484 -0.000493661583794209 0.999971632931483 0.00751595839419447 -0.095016662059921 -0.00752885947024668 0.995447211159923 ,0.0634975634670951 -0.19602379799121 -3.55725570509274 
E 311 310 :0.99875080054434 -0.0101019060747181 0.0489365906627841 0.0101742019255777 0.999947486869733 -0.00122846167352164 -0.0489216110447815 0.00172481783482029 0.998801131845684 ,-0.0145880364276998 -0.042735514897319 -0.607970689554711 
